,Fruit,Year,Month,Sales
7078,SAN-Pres,2012,Dec,1018.7885852090033
7066,SAN-Hum,2017,Jan,73.69510807736064
7067,SAN-Hum,2017,Feb,80.75213675213675
7068,SAN-Hum,2017,Mar,68.18741058655222
7069,SAN-Hum,2017,Apr,66.23497997329773
7070,SAN-Hum,2017,May,68.01564380264742
7071,SAN-Hum,2017,Jun,76.13492927094669
7072,SAN-Hum,2017,Jul,77.587899543379
7073,SAN-Hum,2017,Aug,80.18518518518519
7074,SAN-Hum,2017,Sep,74.78812199036918
7075,SAN-Hum,2017,Oct,66.8228476821192
7054,SAN-Hum,2016,Jan,79.53821656050955
7055,SAN-Hum,2016,Feb,61.0
7056,SAN-Hum,2016,Mar,76.6096256684492
7057,SAN-Hum,2016,Apr,68.42658423493044
7058,SAN-Hum,2016,May,69.22065727699531
7059,SAN-Hum,2016,Jun,70.8683908045977
7060,SAN-Hum,2016,Jul,73.86613272311213
7061,SAN-Hum,2016,Aug,70.94575471698113
7062,SAN-Hum,2016,Sep,64.55778894472361
7063,SAN-Hum,2016,Oct,73.05946791862284
7064,SAN-Hum,2016,Nov,56.189735614307935
7065,SAN-Hum,2016,Dec,66.42562929061785
7042,SAN-Hum,2015,Jan,64.01925925925926
7043,SAN-Hum,2015,Feb,68.41896024464832
7044,SAN-Hum,2015,Mar,65.1417525773196
7045,SAN-Hum,2015,Apr,69.19874804381847
7046,SAN-Hum,2015,May,83.3314606741573
7047,SAN-Hum,2015,Jun,79.22649572649573
7048,SAN-Hum,2015,Jul,72.94183864915573
7049,SAN-Hum,2015,Aug,71.3639846743295
7050,SAN-Hum,2015,Sep,69.38513513513513
7051,SAN-Hum,2015,Oct,67.67880085653105
7052,SAN-Hum,2015,Nov,60.842007434944236
7053,SAN-Hum,2015,Dec,66.10874704491725
7030,SAN-Hum,2014,Jan,59.96681664791901
7031,SAN-Hum,2014,Feb,73.03262233375156
7032,SAN-Hum,2014,Mar,66.87752355316286
7033,SAN-Hum,2014,Apr,61.54413892908828
7034,SAN-Hum,2014,May,76.51869722557298
7035,SAN-Hum,2014,Jun,83.66140177690029
7036,SAN-Hum,2014,Jul,73.25430210325048
7037,SAN-Hum,2014,Aug,76.21081677704194
7038,SAN-Hum,2014,Sep,77.5187165775401
7039,SAN-Hum,2014,Oct,71.16485225505443
7040,SAN-Hum,2014,Nov,63.407518796992484
7041,SAN-Hum,2014,Dec,77.63117546848382
7018,SAN-Hum,2013,Jan,54.891949152542374
7019,SAN-Hum,2013,Feb,57.69298245614035
7020,SAN-Hum,2013,Mar,70.49177877428998
7021,SAN-Hum,2013,Apr,67.1472819216182
7022,SAN-Hum,2013,May,69.17908496732026
7023,SAN-Hum,2013,Jun,76.00318809776833
7024,SAN-Hum,2013,Jul,78.12846865364851
7025,SAN-Hum,2013,Aug,78.09171597633136
7026,SAN-Hum,2013,Sep,79.64959568733154
7027,SAN-Hum,2013,Oct,74.29489291598023
7028,SAN-Hum,2013,Nov,62.264116575591984
7029,SAN-Hum,2013,Dec,57.799283154121866
7015,SAN-Hum,2012,Oct,66.77876823338735
7016,SAN-Hum,2012,Nov,70.53076923076924
7017,SAN-Hum,2012,Dec,67.77411575562701
7005,PIT-WS,2017,Jan,3.8951965065502185
7006,PIT-WS,2017,Feb,4.022556390977444
7007,PIT-WS,2017,Mar,4.362445414847161
7008,PIT-WS,2017,Apr,3.8181818181818183
7009,PIT-WS,2017,May,4.047794117647059
7010,PIT-WS,2017,Jun,3.71313672922252
7011,PIT-WS,2017,Jul,2.881818181818182
7012,PIT-WS,2017,Aug,2.5672131147540984
7013,PIT-WS,2017,Sep,2.4404761904761907
7014,PIT-WS,2017,Oct,3.2051282051282053
6993,PIT-WS,2016,Jan,3.650943396226415
6994,PIT-WS,2016,Feb,3.6333333333333333
6995,PIT-WS,2016,Mar,3.436893203883495
6996,PIT-WS,2016,Apr,3.5436893203883497
6997,PIT-WS,2016,May,2.9375
6998,PIT-WS,2016,Jun,1.673913043478261
6999,PIT-WS,2016,Jul,2.2375478927203063
7000,PIT-WS,2016,Aug,1.3881278538812785
7001,PIT-WS,2016,Sep,1.68944099378882
7002,PIT-WS,2016,Oct,1.7797619047619047
7003,PIT-WS,2016,Nov,2.9344262295081966
7004,PIT-WS,2016,Dec,3.8442028985507246
6981,PIT-WS,2015,Jan,2.414225941422594
6982,PIT-WS,2015,Feb,2.1115384615384616
6983,PIT-WS,2015,Mar,2.0350877192982457
6984,PIT-WS,2015,Apr,2.2777777777777777
6985,PIT-WS,2015,May,1.616504854368932
6986,PIT-WS,2015,Jun,1.9888475836431228
6987,PIT-WS,2015,Jul,2.6632124352331608
6988,PIT-WS,2015,Aug,2.3333333333333335
6989,PIT-WS,2015,Sep,2.145985401459854
6990,PIT-WS,2015,Oct,3.205357142857143
6991,PIT-WS,2015,Nov,3.8548387096774195
6992,PIT-WS,2015,Dec,2.6303030303030304
6969,PIT-WS,2014,Jan,2.4339152119700747
6970,PIT-WS,2014,Feb,3.535836177474403
6971,PIT-WS,2014,Mar,3.6641509433962263
6972,PIT-WS,2014,Apr,3.9537037037037037
6973,PIT-WS,2014,May,2.0301724137931036
6974,PIT-WS,2014,Jun,1.2943262411347518
6975,PIT-WS,2014,Jul,3.0181159420289854
6976,PIT-WS,2014,Aug,1.408906882591093
6977,PIT-WS,2014,Sep,1.344186046511628
6978,PIT-WS,2014,Oct,2.00381679389313
6979,PIT-WS,2014,Nov,2.376190476190476
6980,PIT-WS,2014,Dec,1.9047619047619047
6957,PIT-WS,2013,Jan,3.4932249322493223
6958,PIT-WS,2013,Feb,3.848238482384824
6959,PIT-WS,2013,Mar,3.317073170731707
6960,PIT-WS,2013,Apr,3.43801652892562
6961,PIT-WS,2013,May,3.4897360703812317
6962,PIT-WS,2013,Jun,1.5795677799607073
6963,PIT-WS,2013,Jul,1.1175213675213675
6964,PIT-WS,2013,Aug,1.1523809523809523
6965,PIT-WS,2013,Sep,1.5566037735849056
6966,PIT-WS,2013,Oct,1.8344594594594594
6967,PIT-WS,2013,Nov,2.9770114942528734
6968,PIT-WS,2013,Dec,2.3987975951903806
6954,PIT-WS,2012,Oct,2.761290322580645
6955,PIT-WS,2012,Nov,2.7155172413793105
6956,PIT-WS,2012,Dec,3.704861111111111
6944,PIT-WD,2017,Jan,196.50218340611355
6945,PIT-WD,2017,Feb,246.33834586466165
6946,PIT-WD,2017,Mar,212.21397379912665
6947,PIT-WD,2017,Apr,194.75619834710744
6948,PIT-WD,2017,May,196.38970588235293
6949,PIT-WD,2017,Jun,219.38605898123325
6950,PIT-WD,2017,Jul,201.97878787878787
6951,PIT-WD,2017,Aug,191.99016393442622
6952,PIT-WD,2017,Sep,176.21428571428572
6953,PIT-WD,2017,Oct,182.39102564102564
6932,PIT-WD,2016,Jan,221.24528301886792
6933,PIT-WD,2016,Feb,211.53333333333333
6934,PIT-WD,2016,Mar,209.1747572815534
6935,PIT-WD,2016,Apr,224.3398058252427
6936,PIT-WD,2016,May,191.03472222222223
6937,PIT-WD,2016,Jun,185.0
6938,PIT-WD,2016,Jul,207.77777777777777
6939,PIT-WD,2016,Aug,186.81278538812785
6940,PIT-WD,2016,Sep,176.8944099378882
6941,PIT-WD,2016,Oct,209.95833333333334
6942,PIT-WD,2016,Nov,210.18852459016392
6943,PIT-WD,2016,Dec,217.91304347826087
6920,PIT-WD,2015,Jan,221.7489539748954
6921,PIT-WD,2015,Feb,228.87307692307692
6922,PIT-WD,2015,Mar,238.57894736842104
6923,PIT-WD,2015,Apr,196.96464646464648
6924,PIT-WD,2015,May,217.51941747572815
6925,PIT-WD,2015,Jun,210.24907063197026
6926,PIT-WD,2015,Jul,211.3678756476684
6927,PIT-WD,2015,Aug,197.27860696517413
6928,PIT-WD,2015,Sep,157.8029197080292
6929,PIT-WD,2015,Oct,159.91071428571428
6930,PIT-WD,2015,Nov,190.71774193548387
6931,PIT-WD,2015,Dec,198.97575757575757
6908,PIT-WD,2014,Jan,221.9850374064838
6909,PIT-WD,2014,Feb,200.40955631399316
6910,PIT-WD,2014,Mar,197.35849056603774
6911,PIT-WD,2014,Apr,178.78703703703704
6912,PIT-WD,2014,May,202.8706896551724
6913,PIT-WD,2014,Jun,199.20212765957447
6914,PIT-WD,2014,Jul,197.0326086956522
6915,PIT-WD,2014,Aug,171.73684210526315
6916,PIT-WD,2014,Sep,172.90232558139536
6917,PIT-WD,2014,Oct,195.85114503816794
6918,PIT-WD,2014,Nov,222.44761904761904
6919,PIT-WD,2014,Dec,219.46031746031747
6896,PIT-WD,2013,Jan,219.60162601626016
6897,PIT-WD,2013,Feb,215.47425474254743
6898,PIT-WD,2013,Mar,201.96646341463415
6899,PIT-WD,2013,Apr,166.34710743801654
6900,PIT-WD,2013,May,161.80058651026394
6901,PIT-WD,2013,Jun,221.18664047151276
6902,PIT-WD,2013,Jul,209.08333333333334
6903,PIT-WD,2013,Aug,195.16190476190476
6904,PIT-WD,2013,Sep,186.39622641509433
6905,PIT-WD,2013,Oct,185.47972972972974
6906,PIT-WD,2013,Nov,217.7624521072797
6907,PIT-WD,2013,Dec,215.42685370741484
6893,PIT-WD,2012,Oct,178.41290322580645
6894,PIT-WD,2012,Nov,168.43103448275863
6895,PIT-WD,2012,Dec,185.22222222222223
6883,PIT-Temp,2017,Jan,274.2533624454151
6884,PIT-Temp,2017,Feb,276.79360902255644
6885,PIT-Temp,2017,Mar,276.4082532751093
6886,PIT-Temp,2017,Apr,287.59138228151687
6887,PIT-Temp,2017,May,289.95308823529416
6888,PIT-Temp,2017,Jun,295.4929812332436
6889,PIT-Temp,2017,Jul,297.2294499962093
6890,PIT-Temp,2017,Aug,295.63354098360634
6891,PIT-Temp,2017,Sep,293.25440476190477
6892,PIT-Temp,2017,Oct,288.9850641025643
6871,PIT-Temp,2016,Jan,268.481788354868
6872,PIT-Temp,2016,Feb,272.11293192471663
6873,PIT-Temp,2016,Mar,279.7017338757087
6874,PIT-Temp,2016,Apr,283.6906070924562
6875,PIT-Temp,2016,May,290.5661236529582
6876,PIT-Temp,2016,Jun,295.41266511760875
6877,PIT-Temp,2016,Jul,297.54617376752526
6878,PIT-Temp,2016,Aug,298.142785388128
6879,PIT-Temp,2016,Sep,294.0363117156397
6880,PIT-Temp,2016,Oct,287.97846342820833
6881,PIT-Temp,2016,Nov,279.6842964285329
6882,PIT-Temp,2016,Dec,271.9037864903586
6859,PIT-Temp,2015,Jan,269.6506555090836
6860,PIT-Temp,2015,Feb,264.38878269229997
6861,PIT-Temp,2015,Mar,274.18778874268423
6862,PIT-Temp,2015,Apr,284.38037205384353
6863,PIT-Temp,2015,May,293.83161003234
6864,PIT-Temp,2015,Jun,294.55403661222687
6865,PIT-Temp,2015,Jul,296.8911917098444
6866,PIT-Temp,2015,Aug,295.8026865671642
6867,PIT-Temp,2015,Sep,294.18055996224825
6868,PIT-Temp,2015,Oct,284.8962129016785
6869,PIT-Temp,2015,Nov,282.9974139850968
6870,PIT-Temp,2015,Dec,280.4646234614241
6847,PIT-Temp,2014,Jan,269.1270485768351
6848,PIT-Temp,2014,Feb,270.1078839590443
6849,PIT-Temp,2014,Mar,273.84143396226443
6850,PIT-Temp,2014,Apr,284.03334490740747
6851,PIT-Temp,2014,May,291.5186485632156
6852,PIT-Temp,2014,Jun,295.222499687752
6853,PIT-Temp,2014,Jul,295.62413882431537
6854,PIT-Temp,2014,Aug,294.3464964280687
6855,PIT-Temp,2014,Sep,292.1113403100978
6856,PIT-Temp,2014,Oct,286.1302213740307
6857,PIT-Temp,2014,Nov,274.86188492062365
6858,PIT-Temp,2014,Dec,274.5039982363652
6835,PIT-Temp,2013,Jan,272.49785478771236
6836,PIT-Temp,2013,Feb,270.2107531616937
6837,PIT-Temp,2013,Mar,274.08215304877467
6838,PIT-Temp,2013,Apr,286.76007897153187
6839,PIT-Temp,2013,May,292.3799809384165
6840,PIT-Temp,2013,Jun,295.73661591356034
6841,PIT-Temp,2013,Jul,296.32818162393414
6842,PIT-Temp,2013,Aug,294.76203994709846
6843,PIT-Temp,2013,Sep,292.01528694969375
6844,PIT-Temp,2013,Oct,285.32608665541585
6845,PIT-Temp,2013,Nov,276.1792905491689
6846,PIT-Temp,2013,Dec,274.04372945891737
6832,PIT-Temp,2012,Oct,285.930980336729
6833,PIT-Temp,2012,Nov,278.99364942528445
6834,PIT-Temp,2012,Dec,275.72953645833354
6822,PIT-Pres,2017,Jan,1014.3580786026201
6823,PIT-Pres,2017,Feb,1007.3383458646616
6824,PIT-Pres,2017,Mar,1017.7117903930131
6825,PIT-Pres,2017,Apr,1012.900826446281
6826,PIT-Pres,2017,May,1011.5441176470588
6827,PIT-Pres,2017,Jun,1014.0134048257372
6828,PIT-Pres,2017,Jul,1016.0939393939394
6829,PIT-Pres,2017,Aug,1017.3475409836066
6830,PIT-Pres,2017,Sep,1017.0357142857143
6831,PIT-Pres,2017,Oct,1018.275641025641
6810,PIT-Pres,2016,Jan,1015.8396226415094
6811,PIT-Pres,2016,Feb,1015.1833333333333
6812,PIT-Pres,2016,Mar,1016.8155339805825
6813,PIT-Pres,2016,Apr,1013.757281553398
6814,PIT-Pres,2016,May,1015.7152777777778
6815,PIT-Pres,2016,Jun,1015.445652173913
6816,PIT-Pres,2016,Jul,1011.1685823754789
6817,PIT-Pres,2016,Aug,1018.5753424657535
6818,PIT-Pres,2016,Sep,1020.3229813664597
6819,PIT-Pres,2016,Oct,994.2916666666666
6820,PIT-Pres,2016,Nov,1017.4754098360655
6821,PIT-Pres,2016,Dec,1019.427536231884
6798,PIT-Pres,2015,Jan,1035.765690376569
6799,PIT-Pres,2015,Feb,1034.4653846153847
6800,PIT-Pres,2015,Mar,1035.3026315789473
6801,PIT-Pres,2015,Apr,1029.3686868686868
6802,PIT-Pres,2015,May,1033.0922330097087
6803,PIT-Pres,2015,Jun,1024.081784386617
6804,PIT-Pres,2015,Jul,1014.4352331606218
6805,PIT-Pres,2015,Aug,1016.9203980099503
6806,PIT-Pres,2015,Sep,1019.7372262773723
6807,PIT-Pres,2015,Oct,1021.1875
6808,PIT-Pres,2015,Nov,1019.8790322580645
6809,PIT-Pres,2015,Dec,1018.3030303030303
6786,PIT-Pres,2014,Jan,1013.5349127182045
6787,PIT-Pres,2014,Feb,1014.5972696245734
6788,PIT-Pres,2014,Mar,1015.5320754716981
6789,PIT-Pres,2014,Apr,1014.3333333333334
6790,PIT-Pres,2014,May,1015.75
6791,PIT-Pres,2014,Jun,1020.6950354609929
6792,PIT-Pres,2014,Jul,1017.231884057971
6793,PIT-Pres,2014,Aug,1026.9149797570851
6794,PIT-Pres,2014,Sep,1031.506976744186
6795,PIT-Pres,2014,Oct,1027.6641221374045
6796,PIT-Pres,2014,Nov,1031.4380952380952
6797,PIT-Pres,2014,Dec,1035.5449735449736
6774,PIT-Pres,2013,Jan,1016.3550135501355
6775,PIT-Pres,2013,Feb,1007.1951219512196
6776,PIT-Pres,2013,Mar,1014.935975609756
6777,PIT-Pres,2013,Apr,1017.7190082644628
6778,PIT-Pres,2013,May,1017.6891495601174
6779,PIT-Pres,2013,Jun,1014.1827111984283
6780,PIT-Pres,2013,Jul,1017.3311965811965
6781,PIT-Pres,2013,Aug,1017.8952380952381
6782,PIT-Pres,2013,Sep,1018.566037735849
6783,PIT-Pres,2013,Oct,1022.6317567567568
6784,PIT-Pres,2013,Nov,1021.528735632184
6785,PIT-Pres,2013,Dec,1017.9679358717435
6771,PIT-Pres,2012,Oct,1015.8838709677419
6772,PIT-Pres,2012,Nov,1018.698275862069
6773,PIT-Pres,2012,Dec,1012.96875
6761,PIT-Hum,2017,Jan,76.63755458515284
6762,PIT-Hum,2017,Feb,69.29323308270676
6763,PIT-Hum,2017,Mar,65.91703056768559
6764,PIT-Hum,2017,Apr,61.107438016528924
6765,PIT-Hum,2017,May,65.19485294117646
6766,PIT-Hum,2017,Jun,67.17962466487936
6767,PIT-Hum,2017,Jul,69.24545454545455
6768,PIT-Hum,2017,Aug,65.86229508196722
6769,PIT-Hum,2017,Sep,64.70238095238095
6770,PIT-Hum,2017,Oct,69.26923076923077
6749,PIT-Hum,2016,Jan,72.62264150943396
6750,PIT-Hum,2016,Feb,72.05
6751,PIT-Hum,2016,Mar,62.95145631067961
6752,PIT-Hum,2016,Apr,63.52427184466019
6753,PIT-Hum,2016,May,62.513888888888886
6754,PIT-Hum,2016,Jun,70.33695652173913
6755,PIT-Hum,2016,Jul,70.14942528735632
6756,PIT-Hum,2016,Aug,75.87671232876713
6757,PIT-Hum,2016,Sep,74.73913043478261
6758,PIT-Hum,2016,Oct,76.91071428571429
6759,PIT-Hum,2016,Nov,72.6639344262295
6760,PIT-Hum,2016,Dec,74.69202898550725
6737,PIT-Hum,2015,Jan,74.74476987447699
6738,PIT-Hum,2015,Feb,66.86538461538461
6739,PIT-Hum,2015,Mar,77.99122807017544
6740,PIT-Hum,2015,Apr,71.92424242424242
6741,PIT-Hum,2015,May,64.43203883495146
6742,PIT-Hum,2015,Jun,80.02973977695167
6743,PIT-Hum,2015,Jul,70.61139896373057
6744,PIT-Hum,2015,Aug,66.05970149253731
6745,PIT-Hum,2015,Sep,70.24817518248175
6746,PIT-Hum,2015,Oct,71.33035714285714
6747,PIT-Hum,2015,Nov,65.30645161290323
6748,PIT-Hum,2015,Dec,78.93333333333334
6725,PIT-Hum,2014,Jan,62.937655860349125
6726,PIT-Hum,2014,Feb,68.8259385665529
6727,PIT-Hum,2014,Mar,56.16792452830189
6728,PIT-Hum,2014,Apr,59.888888888888886
6729,PIT-Hum,2014,May,68.09482758620689
6730,PIT-Hum,2014,Jun,78.30496453900709
6731,PIT-Hum,2014,Jul,69.52173913043478
6732,PIT-Hum,2014,Aug,78.46963562753037
6733,PIT-Hum,2014,Sep,76.8
6734,PIT-Hum,2014,Oct,79.02290076335878
6735,PIT-Hum,2014,Nov,69.88571428571429
6736,PIT-Hum,2014,Dec,79.73544973544973
6713,PIT-Hum,2013,Jan,76.62059620596206
6714,PIT-Hum,2013,Feb,75.49728997289972
6715,PIT-Hum,2013,Mar,68.14481707317073
6716,PIT-Hum,2013,Apr,52.67768595041322
6717,PIT-Hum,2013,May,59.205278592375365
6718,PIT-Hum,2013,Jun,75.7917485265226
6719,PIT-Hum,2013,Jul,80.55982905982906
6720,PIT-Hum,2013,Aug,78.34285714285714
6721,PIT-Hum,2013,Sep,75.87264150943396
6722,PIT-Hum,2013,Oct,76.39864864864865
6723,PIT-Hum,2013,Nov,75.63026819923371
6724,PIT-Hum,2013,Dec,76.55410821643287
6710,PIT-Hum,2012,Oct,64.01290322580645
6711,PIT-Hum,2012,Nov,60.57327586206897
6712,PIT-Hum,2012,Dec,78.02777777777777
6700,PHX-WS,2017,Jan,2.370566037735849
6701,PHX-WS,2017,Feb,1.9522776572668112
6702,PHX-WS,2017,Mar,2.3375616631430587
6703,PHX-WS,2017,Apr,2.7494521548575603
6704,PHX-WS,2017,May,2.575
6705,PHX-WS,2017,Jun,2.3811213626685594
6706,PHX-WS,2017,Jul,2.4838095238095237
6707,PHX-WS,2017,Aug,2.642156862745098
6708,PHX-WS,2017,Sep,2.4690721649484537
6709,PHX-WS,2017,Oct,2.598337950138504
6688,PHX-WS,2016,Jan,2.620401337792642
6689,PHX-WS,2016,Feb,2.4148802017654476
6690,PHX-WS,2016,Mar,2.254054054054054
6691,PHX-WS,2016,Apr,2.9708295350957155
6692,PHX-WS,2016,May,2.71455223880597
6693,PHX-WS,2016,Jun,2.029666254635352
6694,PHX-WS,2016,Jul,2.943888888888889
6695,PHX-WS,2016,Aug,1.8518742442563483
6696,PHX-WS,2016,Sep,2.03595206391478
6697,PHX-WS,2016,Oct,1.7048346055979644
6698,PHX-WS,2016,Nov,2.7657894736842104
6699,PHX-WS,2016,Dec,2.412
6676,PHX-WS,2015,Jan,1.5596091205211726
6677,PHX-WS,2015,Feb,1.3065585851142225
6678,PHX-WS,2015,Mar,1.6526181353767562
6679,PHX-WS,2015,Apr,1.6963028169014085
6680,PHX-WS,2015,May,1.5206022187004755
6681,PHX-WS,2015,Jun,2.0558971492453884
6682,PHX-WS,2015,Jul,2.6991916859122402
6683,PHX-WS,2015,Aug,2.553299492385787
6684,PHX-WS,2015,Sep,2.0778061224489797
6685,PHX-WS,2015,Oct,2.2036847492323437
6686,PHX-WS,2015,Nov,2.456896551724138
6687,PHX-WS,2015,Dec,2.273026315789474
6664,PHX-WS,2014,Jan,0.8269476372924649
6665,PHX-WS,2014,Feb,0.8526748971193415
6666,PHX-WS,2014,Mar,1.724875930521092
6667,PHX-WS,2014,Apr,2.19916142557652
6668,PHX-WS,2014,May,1.8204294079375407
6669,PHX-WS,2014,Jun,1.5059012875536482
6670,PHX-WS,2014,Jul,2.142857142857143
6671,PHX-WS,2014,Aug,1.4742671009771986
6672,PHX-WS,2014,Sep,1.4844192634560907
6673,PHX-WS,2014,Oct,1.3389982110912344
6674,PHX-WS,2014,Nov,1.4103896103896103
6675,PHX-WS,2014,Dec,1.264799154334038
6652,PHX-WS,2013,Jan,1.2470588235294118
6653,PHX-WS,2013,Feb,1.25
6654,PHX-WS,2013,Mar,0.738450604122246
6655,PHX-WS,2013,Apr,1.2986725663716814
6656,PHX-WS,2013,May,0.9567375886524823
6657,PHX-WS,2013,Jun,0.9519112207151664
6658,PHX-WS,2013,Jul,1.2076086956521739
6659,PHX-WS,2013,Aug,1.1517739816031538
6660,PHX-WS,2013,Sep,1.1889250814332248
6661,PHX-WS,2013,Oct,1.2129353233830846
6662,PHX-WS,2013,Nov,1.0318275154004106
6663,PHX-WS,2013,Dec,1.0246981339187706
6649,PHX-WS,2012,Oct,1.1481481481481481
6650,PHX-WS,2012,Nov,0.7107913669064748
6651,PHX-WS,2012,Dec,1.1610878661087867
6639,PHX-WD,2017,Jan,159.91698113207548
6640,PHX-WD,2017,Feb,136.9891540130152
6641,PHX-WD,2017,Mar,184.39182522903454
6642,PHX-WD,2017,Apr,202.14974433893352
6643,PHX-WD,2017,May,190.96029411764707
6644,PHX-WD,2017,Jun,200.1014904187367
6645,PHX-WD,2017,Jul,170.57142857142858
6646,PHX-WD,2017,Aug,136.50350140056022
6647,PHX-WD,2017,Sep,156.17268041237114
6648,PHX-WD,2017,Oct,158.6939058171745
6627,PHX-WD,2016,Jan,154.60785953177256
6628,PHX-WD,2016,Feb,155.79192938209331
6629,PHX-WD,2016,Mar,180.32046332046332
6630,PHX-WD,2016,Apr,177.46855059252508
6631,PHX-WD,2016,May,173.91884328358208
6632,PHX-WD,2016,Jun,173.4344870210136
6633,PHX-WD,2016,Jul,192.20833333333334
6634,PHX-WD,2016,Aug,140.98428053204353
6635,PHX-WD,2016,Sep,136.07190412782955
6636,PHX-WD,2016,Oct,94.41645462256149
6637,PHX-WD,2016,Nov,152.3736842105263
6638,PHX-WD,2016,Dec,163.342
6615,PHX-WD,2015,Jan,75.71009771986971
6616,PHX-WD,2015,Feb,109.93367722918202
6617,PHX-WD,2015,Mar,125.04086845466156
6618,PHX-WD,2015,Apr,165.11179577464787
6619,PHX-WD,2015,May,176.53882725832014
6620,PHX-WD,2015,Jun,191.43432084963666
6621,PHX-WD,2015,Jul,173.3267898383372
6622,PHX-WD,2015,Aug,161.5552030456853
6623,PHX-WD,2015,Sep,177.57270408163265
6624,PHX-WD,2015,Oct,163.0992835209826
6625,PHX-WD,2015,Nov,162.57435344827587
6626,PHX-WD,2015,Dec,169.31842105263158
6603,PHX-WD,2014,Jan,236.81034482758622
6604,PHX-WD,2014,Feb,64.84609053497942
6605,PHX-WD,2014,Mar,107.69292803970224
6606,PHX-WD,2014,Apr,102.48637316561845
6607,PHX-WD,2014,May,141.61288223812622
6608,PHX-WD,2014,Jun,187.63465665236052
6609,PHX-WD,2014,Jul,172.66530612244898
6610,PHX-WD,2014,Aug,140.77980456026057
6611,PHX-WD,2014,Sep,126.18319169027384
6612,PHX-WD,2014,Oct,99.74239713774597
6613,PHX-WD,2014,Nov,101.6952380952381
6614,PHX-WD,2014,Dec,103.08615221987316
6591,PHX-WD,2013,Jan,107.3144385026738
6592,PHX-WD,2013,Feb,101.30675675675676
6593,PHX-WD,2013,Mar,145.43852167732766
6594,PHX-WD,2013,Apr,182.74262536873155
6595,PHX-WD,2013,May,188.07163120567375
6596,PHX-WD,2013,Jun,196.09494451294697
6597,PHX-WD,2013,Jul,176.70271739130436
6598,PHX-WD,2013,Aug,168.25295663600525
6599,PHX-WD,2013,Sep,136.3770358306189
6600,PHX-WD,2013,Oct,151.37611940298507
6601,PHX-WD,2013,Nov,278.2772073921971
6602,PHX-WD,2013,Dec,277.07738748627884
6588,PHX-WD,2012,Oct,89.05212620027434
6589,PHX-WD,2012,Nov,88.66762589928058
6590,PHX-WD,2012,Dec,84.39958158995816
6578,PHX-Temp,2017,Jan,283.7148279245308
6579,PHX-Temp,2017,Feb,286.3472755321571
6580,PHX-Temp,2017,Mar,291.4255955586083
6581,PHX-Temp,2017,Apr,294.31708517437664
6582,PHX-Temp,2017,May,297.7493014705883
6583,PHX-Temp,2017,Jun,304.8762370475531
6584,PHX-Temp,2017,Jul,305.46076047301375
6585,PHX-Temp,2017,Aug,305.118024509805
6586,PHX-Temp,2017,Sep,301.2540951109534
6587,PHX-Temp,2017,Oct,296.5674653739614
6566,PHX-Temp,2016,Jan,282.71716117991093
6567,PHX-Temp,2016,Feb,287.44641264445823
6568,PHX-Temp,2016,Mar,290.62788750271426
6569,PHX-Temp,2016,Apr,293.43095861797883
6570,PHX-Temp,2016,May,297.6284359661896
6571,PHX-Temp,2016,Jun,307.18776881141935
6572,PHX-Temp,2016,Jul,308.7201228660167
6573,PHX-Temp,2016,Aug,304.8761231301402
6574,PHX-Temp,2016,Sep,300.40715338808695
6575,PHX-Temp,2016,Oct,296.40711157634894
6576,PHX-Temp,2016,Nov,291.29096140351055
6577,PHX-Temp,2016,Dec,285.7924221629086
6554,PHX-Temp,2015,Jan,280.0878842562353
6555,PHX-Temp,2015,Feb,284.6680520756579
6556,PHX-Temp,2015,Mar,289.4982279693541
6557,PHX-Temp,2015,Apr,290.3097445715952
6558,PHX-Temp,2015,May,293.7336345747529
6559,PHX-Temp,2015,Jun,303.7700501245726
6560,PHX-Temp,2015,Jul,305.9585279865264
6561,PHX-Temp,2015,Aug,307.07533075701934
6562,PHX-Temp,2015,Sep,302.50063640186073
6563,PHX-Temp,2015,Oct,295.85688736833794
6564,PHX-Temp,2015,Nov,285.7636184943706
6565,PHX-Temp,2015,Dec,281.50144083930587
6542,PHX-Temp,2014,Jan,284.89165081884454
6543,PHX-Temp,2014,Feb,288.1722880658425
6544,PHX-Temp,2014,Mar,291.36021526054446
6545,PHX-Temp,2014,Apr,293.9126199976293
6546,PHX-Temp,2014,May,298.40912810680834
6547,PHX-Temp,2014,Jun,303.52123571651634
6548,PHX-Temp,2014,Jul,307.2235655161013
6549,PHX-Temp,2014,Aug,301.1047614514819
6550,PHX-Temp,2014,Sep,298.1746270066158
6551,PHX-Temp,2014,Oct,292.60435554561235
6552,PHX-Temp,2014,Nov,283.94191284272273
6553,PHX-Temp,2014,Dec,280.7210212297339
6530,PHX-Temp,2013,Jan,281.6473539215716
6531,PHX-Temp,2013,Feb,283.90166936936964
6532,PHX-Temp,2013,Mar,290.21482016110093
6533,PHX-Temp,2013,Apr,293.21498635693206
6534,PHX-Temp,2013,May,298.8426414893617
6535,PHX-Temp,2013,Jun,305.63632663378525
6536,PHX-Temp,2013,Jul,305.9977284420298
6537,PHX-Temp,2013,Aug,305.277758815152
6538,PHX-Temp,2013,Sep,301.5485654587392
6539,PHX-Temp,2013,Oct,290.95806200663094
6540,PHX-Temp,2013,Nov,288.4701694045157
6541,PHX-Temp,2013,Dec,283.80290395170056
