,Fruit,Year,Month,Sales
8530,STL-WS,2017,Jan,3.7021630615640597
8531,STL-WS,2017,Feb,3.9863945578231292
8532,STL-WS,2017,Mar,4.178637200736648
8533,STL-WS,2017,Apr,3.9833641404805915
8534,STL-WS,2017,May,3.670194003527337
8535,STL-WS,2017,Jun,3.328173374613003
8536,STL-WS,2017,Jul,2.954391891891892
8537,STL-WS,2017,Aug,2.8732142857142855
8538,STL-WS,2017,Sep,3.1986062717770034
8539,STL-WS,2017,Oct,4.016722408026756
8518,STL-WS,2016,Jan,3.9696048632218845
8519,STL-WS,2016,Feb,4.965299684542587
8520,STL-WS,2016,Mar,4.02051282051282
8521,STL-WS,2016,Apr,4.398989898989899
8522,STL-WS,2016,May,3.4029535864978904
8523,STL-WS,2016,Jun,1.9673913043478262
8524,STL-WS,2016,Jul,2.6767810026385224
8525,STL-WS,2016,Aug,1.7706093189964158
8526,STL-WS,2016,Sep,2.1878612716763004
8527,STL-WS,2016,Oct,3.862533692722372
8528,STL-WS,2016,Nov,3.5142045454545454
8529,STL-WS,2016,Dec,3.5712
8506,STL-WS,2015,Jan,4.398584905660377
8507,STL-WS,2015,Feb,4.22457627118644
8508,STL-WS,2015,Mar,3.5288461538461537
8509,STL-WS,2015,Apr,4.640692640692641
8510,STL-WS,2015,May,4.261904761904762
8511,STL-WS,2015,Jun,3.226890756302521
8512,STL-WS,2015,Jul,2.940988835725678
8513,STL-WS,2015,Aug,2.889705882352941
8514,STL-WS,2015,Sep,2.524193548387097
8515,STL-WS,2015,Oct,3.524390243902439
8516,STL-WS,2015,Nov,4.10427807486631
8517,STL-WS,2015,Dec,4.188976377952756
8494,STL-WS,2014,Jan,2.501381215469613
8495,STL-WS,2014,Feb,3.6425855513307983
8496,STL-WS,2014,Mar,4.798534798534798
8497,STL-WS,2014,Apr,4.6146245059288535
8498,STL-WS,2014,May,1.996661101836394
8499,STL-WS,2014,Jun,2.4449938195302843
8500,STL-WS,2014,Jul,2.7665130568356373
8501,STL-WS,2014,Aug,2.755972696245734
8502,STL-WS,2014,Sep,2.766509433962264
8503,STL-WS,2014,Oct,4.5436507936507935
8504,STL-WS,2014,Nov,4.687651331719128
8505,STL-WS,2014,Dec,3.33271375464684
8482,STL-WS,2013,Jan,3.7928571428571427
8483,STL-WS,2013,Feb,4.406779661016949
8484,STL-WS,2013,Mar,3.16988416988417
8485,STL-WS,2013,Apr,3.314782608695652
8486,STL-WS,2013,May,2.2534965034965033
8487,STL-WS,2013,Jun,2.1921119592875318
8488,STL-WS,2013,Jul,1.7424698795180722
8489,STL-WS,2013,Aug,1.518939393939394
8490,STL-WS,2013,Sep,2.2410501193317423
8491,STL-WS,2013,Oct,2.5233050847457625
8492,STL-WS,2013,Nov,2.621686746987952
8493,STL-WS,2013,Dec,1.9123376623376624
8479,STL-WS,2012,Oct,3.2193877551020407
8480,STL-WS,2012,Nov,2.3984674329501914
8481,STL-WS,2012,Dec,3.833675564681725
8469,STL-WD,2017,Jan,202.58402662229616
8470,STL-WD,2017,Feb,208.94897959183675
8471,STL-WD,2017,Mar,201.56537753222835
8472,STL-WD,2017,Apr,174.6524953789279
8473,STL-WD,2017,May,206.78130511463846
8474,STL-WD,2017,Jun,197.57430340557275
8475,STL-WD,2017,Jul,190.86317567567568
8476,STL-WD,2017,Aug,183.5
8477,STL-WD,2017,Sep,185.2822299651568
8478,STL-WD,2017,Oct,200.33110367892976
8457,STL-WD,2016,Jan,224.71732522796353
8458,STL-WD,2016,Feb,220.89274447949526
8459,STL-WD,2016,Mar,195.84871794871796
8460,STL-WD,2016,Apr,185.87878787878788
8461,STL-WD,2016,May,182.99367088607596
8462,STL-WD,2016,Jun,188.84057971014494
8463,STL-WD,2016,Jul,167.3957783641161
8464,STL-WD,2016,Aug,164.70430107526883
8465,STL-WD,2016,Sep,166.16184971098266
8466,STL-WD,2016,Oct,182.63072776280325
8467,STL-WD,2016,Nov,191.14488636363637
8468,STL-WD,2016,Dec,219.344
8445,STL-WD,2015,Jan,242.37971698113208
8446,STL-WD,2015,Feb,221.84533898305085
8447,STL-WD,2015,Mar,180.15865384615384
8448,STL-WD,2015,Apr,190.12121212121212
8449,STL-WD,2015,May,201.89880952380952
8450,STL-WD,2015,Jun,210.87394957983193
8451,STL-WD,2015,Jul,183.0414673046252
8452,STL-WD,2015,Aug,182.79166666666666
8453,STL-WD,2015,Sep,156.7741935483871
8454,STL-WD,2015,Oct,193.4308943089431
8455,STL-WD,2015,Nov,169.27005347593584
8456,STL-WD,2015,Dec,198.98425196850394
8433,STL-WD,2014,Jan,210.32596685082873
8434,STL-WD,2014,Feb,184.52851711026616
8435,STL-WD,2014,Mar,185.84249084249083
8436,STL-WD,2014,Apr,184.08893280632412
8437,STL-WD,2014,May,171.5041736227045
8438,STL-WD,2014,Jun,186.74907292954265
8439,STL-WD,2014,Jul,183.17511520737327
8440,STL-WD,2014,Aug,184.82935153583617
8441,STL-WD,2014,Sep,152.06603773584905
8442,STL-WD,2014,Oct,196.0793650793651
8443,STL-WD,2014,Nov,239.05326876513317
8444,STL-WD,2014,Dec,188.54275092936803
8421,STL-WD,2013,Jan,173.22857142857143
8422,STL-WD,2013,Feb,183.0536723163842
8423,STL-WD,2013,Mar,167.67567567567568
8424,STL-WD,2013,Apr,165.00347826086957
8425,STL-WD,2013,May,182.43006993006992
8426,STL-WD,2013,Jun,203.3002544529262
8427,STL-WD,2013,Jul,175.875
8428,STL-WD,2013,Aug,159.5776515151515
8429,STL-WD,2013,Sep,169.9856801909308
8430,STL-WD,2013,Oct,191.67584745762713
8431,STL-WD,2013,Nov,220.99036144578312
8432,STL-WD,2013,Dec,195.98376623376623
8418,STL-WD,2012,Oct,186.18112244897958
8419,STL-WD,2012,Nov,165.60919540229884
8420,STL-WD,2012,Dec,172.2710472279261
8408,STL-Temp,2017,Jan,274.3509617304486
8409,STL-Temp,2017,Feb,280.35621428571454
8410,STL-Temp,2017,Mar,281.6121946258615
8411,STL-Temp,2017,Apr,287.86223566623863
8412,STL-Temp,2017,May,292.56659611992893
8413,STL-Temp,2017,Jun,298.5156191950462
8414,STL-Temp,2017,Jul,301.2810219947211
8415,STL-Temp,2017,Aug,297.1200178571428
8416,STL-Temp,2017,Sep,296.0429479965122
8417,STL-Temp,2017,Oct,290.3013712374585
8396,STL-Temp,2016,Jan,271.44554682027376
8397,STL-Temp,2016,Feb,274.6372838495334
8398,STL-Temp,2016,Mar,284.0651085598948
8399,STL-Temp,2016,Apr,289.7586829307249
8400,STL-Temp,2016,May,293.07245552079513
8401,STL-Temp,2016,Jun,301.52522114727384
8402,STL-Temp,2016,Jul,300.8744364935698
8403,STL-Temp,2016,Aug,299.5358369175627
8404,STL-Temp,2016,Sep,296.1233318190057
8405,STL-Temp,2016,Oct,291.0510064178574
8406,STL-Temp,2016,Nov,284.38549539998627
8407,STL-Temp,2016,Dec,271.93619672434687
8384,STL-Temp,2015,Jan,270.2550137578607
8385,STL-Temp,2015,Feb,267.441214689269
8386,STL-Temp,2015,Mar,277.7210288461656
8387,STL-Temp,2015,Apr,289.40834319384396
8388,STL-Temp,2015,May,293.97973776456297
8389,STL-Temp,2015,Jun,298.44698050721695
8390,STL-Temp,2015,Jul,299.7605987799794
8391,STL-Temp,2015,Aug,298.9165247992648
8392,STL-Temp,2015,Sep,297.6979307151411
8393,STL-Temp,2015,Oct,288.4814307708944
8394,STL-Temp,2015,Nov,283.3425028254756
8395,STL-Temp,2015,Dec,279.15233920967916
8372,STL-Temp,2014,Jan,272.2922613383576
8373,STL-Temp,2014,Feb,270.2447718631181
8374,STL-Temp,2014,Mar,278.497765567766
8375,STL-Temp,2014,Apr,287.37148484848615
8376,STL-Temp,2014,May,292.7261467655291
8377,STL-Temp,2014,Jun,297.54553294569985
8378,STL-Temp,2014,Jul,297.6619329628297
8379,STL-Temp,2014,Aug,299.02784468077664
8380,STL-Temp,2014,Sep,294.1854567610145
8381,STL-Temp,2014,Oct,288.89949900794846
8382,STL-Temp,2014,Nov,275.41957142856404
8383,STL-Temp,2014,Dec,274.44129646839235
8360,STL-Temp,2013,Jan,275.87195277777136
8361,STL-Temp,2013,Feb,274.07370197739846
8362,STL-Temp,2013,Mar,277.0957980051469
8363,STL-Temp,2013,Apr,286.8400895652178
8364,STL-Temp,2013,May,294.3122596153842
8365,STL-Temp,2013,Jun,299.05247544529
8366,STL-Temp,2013,Jul,299.8893687249005
8367,STL-Temp,2013,Aug,298.74621489898993
8368,STL-Temp,2013,Sep,297.1179700875126
8369,STL-Temp,2013,Oct,288.6794711158116
8370,STL-Temp,2013,Nov,282.02966345381094
8371,STL-Temp,2013,Dec,274.2480151515152
8357,STL-Temp,2012,Oct,288.76141233392343
8358,STL-Temp,2012,Nov,281.51293103448256
8359,STL-Temp,2012,Dec,276.6100944558523
8347,STL-Pres,2017,Jan,1018.3227953410982
8348,STL-Pres,2017,Feb,1014.9387755102041
8349,STL-Pres,2017,Mar,1019.195211786372
8350,STL-Pres,2017,Apr,1012.2070240295749
8351,STL-Pres,2017,May,1012.326278659612
8352,STL-Pres,2017,Jun,1014.3034055727554
8353,STL-Pres,2017,Jul,1016.7567567567568
8354,STL-Pres,2017,Aug,1017.275
8355,STL-Pres,2017,Sep,1016.9337979094076
8356,STL-Pres,2017,Oct,1016.9096989966555
8335,STL-Pres,2016,Jan,1021.4741641337386
8336,STL-Pres,2016,Feb,1015.6656151419559
8337,STL-Pres,2016,Mar,1015.3
8338,STL-Pres,2016,Apr,1015.1691919191919
8339,STL-Pres,2016,May,1015.6940928270042
8340,STL-Pres,2016,Jun,1013.7771739130435
8341,STL-Pres,2016,Jul,1014.4722955145119
8342,STL-Pres,2016,Aug,1013.2956989247311
8343,STL-Pres,2016,Sep,1016.2398843930636
8344,STL-Pres,2016,Oct,1014.1590296495957
8345,STL-Pres,2016,Nov,1017.8295454545455
8346,STL-Pres,2016,Dec,1023.5328
8323,STL-Pres,2015,Jan,1040.1132075471698
8324,STL-Pres,2015,Feb,1039.0635593220338
8325,STL-Pres,2015,Mar,1036.0673076923076
8326,STL-Pres,2015,Apr,1026.6298701298701
8327,STL-Pres,2015,May,1030.7380952380952
8328,STL-Pres,2015,Jun,1023.796918767507
8329,STL-Pres,2015,Jul,1014.2886762360447
8330,STL-Pres,2015,Aug,1015.8137254901961
8331,STL-Pres,2015,Sep,1017.4596774193549
8332,STL-Pres,2015,Oct,1021.410569105691
8333,STL-Pres,2015,Nov,1018.2192513368984
8334,STL-Pres,2015,Dec,1014.4468503937007
8311,STL-Pres,2014,Jan,1018.3011049723757
8312,STL-Pres,2014,Feb,1019.1749049429658
8313,STL-Pres,2014,Mar,1018.0860805860806
8314,STL-Pres,2014,Apr,1012.4683794466404
8315,STL-Pres,2014,May,1016.110183639399
8316,STL-Pres,2014,Jun,1019.2978986402967
8317,STL-Pres,2014,Jul,1018.689708141321
8318,STL-Pres,2014,Aug,1024.8907849829352
8319,STL-Pres,2014,Sep,1031.0188679245282
8320,STL-Pres,2014,Oct,1026.2599206349207
8321,STL-Pres,2014,Nov,1034.3728813559321
8322,STL-Pres,2014,Dec,1037.8420074349442
8299,STL-Pres,2013,Jan,1020.7333333333333
8300,STL-Pres,2013,Feb,1015.4152542372881
8301,STL-Pres,2013,Mar,1016.6679536679536
8302,STL-Pres,2013,Apr,1015.4886956521739
8303,STL-Pres,2013,May,1014.243006993007
8304,STL-Pres,2013,Jun,1011.5318066157761
8305,STL-Pres,2013,Jul,1012.3132530120482
8306,STL-Pres,2013,Aug,1014.2651515151515
8307,STL-Pres,2013,Sep,1016.3532219570405
8308,STL-Pres,2013,Oct,1019.8093220338983
8309,STL-Pres,2013,Nov,1019.4289156626506
8310,STL-Pres,2013,Dec,1016.9480519480519
8296,STL-Pres,2012,Oct,1014.7295918367347
8297,STL-Pres,2012,Nov,1019.7471264367816
8298,STL-Pres,2012,Dec,1014.7741273100617
8286,STL-Hum,2017,Jan,80.59068219633943
8287,STL-Hum,2017,Feb,71.0
8288,STL-Hum,2017,Mar,66.64088397790056
8289,STL-Hum,2017,Apr,69.98706099815158
8290,STL-Hum,2017,May,68.0705467372134
8291,STL-Hum,2017,Jun,63.28173374613003
8292,STL-Hum,2017,Jul,63.638513513513516
8293,STL-Hum,2017,Aug,68.64464285714286
8294,STL-Hum,2017,Sep,61.36585365853659
8295,STL-Hum,2017,Oct,69.98327759197325
8274,STL-Hum,2016,Jan,67.95440729483283
8275,STL-Hum,2016,Feb,72.02208201892745
8276,STL-Hum,2016,Mar,67.16153846153846
8277,STL-Hum,2016,Apr,62.77777777777778
8278,STL-Hum,2016,May,67.66666666666667
8279,STL-Hum,2016,Jun,59.458333333333336
8280,STL-Hum,2016,Jul,72.24802110817942
8281,STL-Hum,2016,Aug,76.50985663082437
8282,STL-Hum,2016,Sep,76.34248554913295
8283,STL-Hum,2016,Oct,76.65768194070081
8284,STL-Hum,2016,Nov,66.58806818181819
8285,STL-Hum,2016,Dec,68.5312
8262,STL-Hum,2015,Jan,73.88207547169812
8263,STL-Hum,2015,Feb,67.21186440677967
8264,STL-Hum,2015,Mar,78.18990384615384
8265,STL-Hum,2015,Apr,72.51731601731602
8266,STL-Hum,2015,May,80.92063492063492
8267,STL-Hum,2015,Jun,80.73249299719888
8268,STL-Hum,2015,Jul,67.33811802232854
8269,STL-Hum,2015,Aug,64.12990196078431
8270,STL-Hum,2015,Sep,66.03225806451613
8271,STL-Hum,2015,Oct,62.63008130081301
8272,STL-Hum,2015,Nov,74.12299465240642
8273,STL-Hum,2015,Dec,77.98031496062993
8250,STL-Hum,2014,Jan,66.24102209944752
8251,STL-Hum,2014,Feb,69.87832699619771
8252,STL-Hum,2014,Mar,58.91941391941392
8253,STL-Hum,2014,Apr,65.41501976284584
8254,STL-Hum,2014,May,69.18864774624375
8255,STL-Hum,2014,Jun,81.37948084054388
8256,STL-Hum,2014,Jul,64.7342549923195
8257,STL-Hum,2014,Aug,79.73720136518772
8258,STL-Hum,2014,Sep,77.33018867924528
8259,STL-Hum,2014,Oct,81.84126984126983
8260,STL-Hum,2014,Nov,69.42615012106538
8261,STL-Hum,2014,Dec,82.33271375464685
8238,STL-Hum,2013,Jan,67.275
8239,STL-Hum,2013,Feb,68.3954802259887
8240,STL-Hum,2013,Mar,64.1534749034749
8241,STL-Hum,2013,Apr,68.26086956521739
8242,STL-Hum,2013,May,68.8409090909091
8243,STL-Hum,2013,Jun,73.39567430025446
8244,STL-Hum,2013,Jul,69.18072289156626
8245,STL-Hum,2013,Aug,70.91193181818181
8246,STL-Hum,2013,Sep,70.18377088305489
8247,STL-Hum,2013,Oct,75.12182203389831
8248,STL-Hum,2013,Nov,71.46144578313253
8249,STL-Hum,2013,Dec,74.16774891774892
8235,STL-Hum,2012,Oct,64.02933673469387
8236,STL-Hum,2012,Nov,62.480842911877396
8237,STL-Hum,2012,Dec,73.06570841889118
8225,SFO-WS,2017,Jan,4.277454056476916
8226,SFO-WS,2017,Feb,4.359103641456582
8227,SFO-WS,2017,Mar,3.7419832264430193
8228,SFO-WS,2017,Apr,4.199371351594073
8229,SFO-WS,2017,May,3.9482439926062844
8230,SFO-WS,2017,Jun,2.790757381258023
8231,SFO-WS,2017,Jul,2.4976585781183482
8232,SFO-WS,2017,Aug,2.581571473650994
8233,SFO-WS,2017,Sep,3.1860581745235708
8234,SFO-WS,2017,Oct,2.4064449064449063
8213,SFO-WS,2016,Jan,3.6316685584562998
8214,SFO-WS,2016,Feb,3.6022304832713754
8215,SFO-WS,2016,Mar,3.7954119850187267
8216,SFO-WS,2016,Apr,3.782711663706335
8217,SFO-WS,2016,May,4.719148936170213
8218,SFO-WS,2016,Jun,2.239366963402572
8219,SFO-WS,2016,Jul,3.513390601313795
8220,SFO-WS,2016,Aug,2.048977853492334
8221,SFO-WS,2016,Sep,2.6043165467625897
8222,SFO-WS,2016,Oct,2.7025591501690003
8223,SFO-WS,2016,Nov,2.6868351063829787
8224,SFO-WS,2016,Dec,3.751552795031056
8201,SFO-WS,2015,Jan,1.3946308724832215
8202,SFO-WS,2015,Feb,3.3431516936671577
8203,SFO-WS,2015,Mar,1.5260900643316655
8204,SFO-WS,2015,Apr,2.812781954887218
8205,SFO-WS,2015,May,2.7537688442211055
8206,SFO-WS,2015,Jun,2.185929648241206
8207,SFO-WS,2015,Jul,3.889491859891465
8208,SFO-WS,2015,Aug,3.685217391304348
8209,SFO-WS,2015,Sep,3.2591666666666668
8210,SFO-WS,2015,Oct,2.4715261958997723
8211,SFO-WS,2015,Nov,2.9672399672399674
8212,SFO-WS,2015,Dec,3.5511189118034228
8189,SFO-WS,2014,Jan,1.0482180293501049
8190,SFO-WS,2014,Feb,3.155528554070474
8191,SFO-WS,2014,Mar,3.5529495380241647
8192,SFO-WS,2014,Apr,3.299625468164794
8193,SFO-WS,2014,May,2.208706022659511
8194,SFO-WS,2014,Jun,1.865761689291101
8195,SFO-WS,2014,Jul,2.3355170800187177
8196,SFO-WS,2014,Aug,1.6383202099737533
8197,SFO-WS,2014,Sep,1.3055555555555556
8198,SFO-WS,2014,Oct,1.6748768472906403
8199,SFO-WS,2014,Nov,2.0355140186915888
8200,SFO-WS,2014,Dec,3.3806613946800863
8177,SFO-WS,2013,Jan,2.470391061452514
8178,SFO-WS,2013,Feb,2.6233480176211454
8179,SFO-WS,2013,Mar,2.8307313064913724
8180,SFO-WS,2013,Apr,3.3998767714109674
8181,SFO-WS,2013,May,3.4640449438202245
8182,SFO-WS,2013,Jun,1.8770706190061028
8183,SFO-WS,2013,Jul,1.1864886731391586
8184,SFO-WS,2013,Aug,1.468371467025572
8185,SFO-WS,2013,Sep,1.7410772225827384
8186,SFO-WS,2013,Oct,1.5162287480680061
8187,SFO-WS,2013,Nov,1.2370766488413547
8188,SFO-WS,2013,Dec,0.9228650137741047
8174,SFO-WS,2012,Oct,2.2086614173228347
8175,SFO-WS,2012,Nov,2.640159045725646
8176,SFO-WS,2012,Dec,3.7496012759170654
8164,SFO-WD,2017,Jan,176.04840878529808
8165,SFO-WD,2017,Feb,193.88123249299719
8166,SFO-WD,2017,Mar,187.8781450419339
8167,SFO-WD,2017,Apr,223.5092052088011
8168,SFO-WD,2017,May,218.3467652495379
8169,SFO-WD,2017,Jun,199.74582798459562
8170,SFO-WD,2017,Jul,193.62792677735206
8171,SFO-WD,2017,Aug,233.96307983591038
8172,SFO-WD,2017,Sep,235.5471414242728
8173,SFO-WD,2017,Oct,204.2848232848233
8152,SFO-WD,2016,Jan,176.22360953461975
8153,SFO-WD,2016,Feb,186.86338289962825
8154,SFO-WD,2016,Mar,203.5369850187266
8155,SFO-WD,2016,Apr,224.81645944345766
8156,SFO-WD,2016,May,237.37606382978723
8157,SFO-WD,2016,Jun,224.7809099901088
8158,SFO-WD,2016,Jul,237.83072258716524
8159,SFO-WD,2016,Aug,221.72998296422486
8160,SFO-WD,2016,Sep,211.86723348593853
8161,SFO-WD,2016,Oct,188.8421052631579
8162,SFO-WD,2016,Nov,185.7034574468085
8163,SFO-WD,2016,Dec,169.3100812231247
8140,SFO-WD,2015,Jan,125.72617449664429
8141,SFO-WD,2015,Feb,168.69513991163475
8142,SFO-WD,2015,Mar,222.180843459614
8143,SFO-WD,2015,Apr,237.3406015037594
8144,SFO-WD,2015,May,231.8827470686767
8145,SFO-WD,2015,Jun,222.5175879396985
8146,SFO-WD,2015,Jul,243.08929452392698
8147,SFO-WD,2015,Aug,247.8150724637681
8148,SFO-WD,2015,Sep,237.475
8149,SFO-WD,2015,Oct,220.624145785877
8150,SFO-WD,2015,Nov,188.57821457821458
8151,SFO-WD,2015,Dec,191.66520403685828
8128,SFO-WD,2014,Jan,214.24877707896576
8129,SFO-WD,2014,Feb,159.59781287970839
8130,SFO-WD,2014,Mar,170.38805970149255
8131,SFO-WD,2014,Apr,201.43220973782772
8132,SFO-WD,2014,May,218.22182468694098
8133,SFO-WD,2014,Jun,227.30165912518854
8134,SFO-WD,2014,Jul,227.57323350491342
8135,SFO-WD,2014,Aug,217.65879265091863
8136,SFO-WD,2014,Sep,227.6588319088319
8137,SFO-WD,2014,Oct,203.6743295019157
8138,SFO-WD,2014,Nov,155.5246105919003
8139,SFO-WD,2014,Dec,158.20309130122214
8116,SFO-WD,2013,Jan,121.05474860335195
8117,SFO-WD,2013,Feb,188.01872246696036
8118,SFO-WD,2013,Mar,175.92686935086277
8119,SFO-WD,2013,Apr,187.6574245224892
8120,SFO-WD,2013,May,212.6258426966292
8121,SFO-WD,2013,Jun,231.67567567567568
8122,SFO-WD,2013,Jul,228.6427993527508
8123,SFO-WD,2013,Aug,222.1991924629879
8124,SFO-WD,2013,Sep,232.36210253082413
8125,SFO-WD,2013,Oct,226.60123647604328
8126,SFO-WD,2013,Nov,268.08645276292333
8127,SFO-WD,2013,Dec,219.60674931129478
8113,SFO-WD,2012,Oct,160.1791338582677
8114,SFO-WD,2012,Nov,123.99005964214712
8115,SFO-WD,2012,Dec,148.64194577352472
8103,SFO-Temp,2017,Jan,282.81160466158695
8104,SFO-Temp,2017,Feb,285.4338501487751
8105,SFO-Temp,2017,Mar,285.85838372801993
8106,SFO-Temp,2017,Apr,287.85644784058667
8107,SFO-Temp,2017,May,288.6667948244003
8108,SFO-Temp,2017,Jun,291.3507049795331
8109,SFO-Temp,2017,Jul,291.37044842561414
8110,SFO-Temp,2017,Aug,291.27146008204403
8111,SFO-Temp,2017,Sep,292.39650282467073
8112,SFO-Temp,2017,Oct,288.3056741164245
8091,SFO-Temp,2016,Jan,283.81442840560584
8092,SFO-Temp,2016,Feb,284.90718868593393
8093,SFO-Temp,2016,Mar,286.1860850513692
8094,SFO-Temp,2016,Apr,287.52191305250574
8095,SFO-Temp,2016,May,288.74015300633476
8096,SFO-Temp,2016,Jun,291.9024278736501
8097,SFO-Temp,2016,Jul,291.4137674643913
8098,SFO-Temp,2016,Aug,290.4051175468475
8099,SFO-Temp,2016,Sep,290.14940042011574
8100,SFO-Temp,2016,Oct,287.5652231384709
8101,SFO-Temp,2016,Nov,286.46278794019935
8102,SFO-Temp,2016,Dec,282.4921681234011
8079,SFO-Temp,2015,Jan,282.3521647651094
8080,SFO-Temp,2015,Feb,285.46809364261486
8081,SFO-Temp,2015,Mar,285.5871062663802
8082,SFO-Temp,2015,Apr,285.1521303258144
8083,SFO-Temp,2015,May,285.9225951051584
8084,SFO-Temp,2015,Jun,288.98000623344495
8085,SFO-Temp,2015,Jul,293.10930608803795
8086,SFO-Temp,2015,Aug,293.6232030036517
8087,SFO-Temp,2015,Sep,291.8592409425146
8088,SFO-Temp,2015,Oct,290.05610022849294
8089,SFO-Temp,2015,Nov,284.14441084411794
8090,SFO-Temp,2015,Dec,282.49604840776345
8067,SFO-Temp,2014,Jan,284.2724676866845
8068,SFO-Temp,2014,Feb,284.5579829890642
8069,SFO-Temp,2014,Mar,286.2034949064196
8070,SFO-Temp,2014,Apr,286.0827957553049
8071,SFO-Temp,2014,May,288.94820392363704
8072,SFO-Temp,2014,Jun,288.8157396051297
8073,SFO-Temp,2014,Jul,291.4971987547661
8074,SFO-Temp,2014,Aug,289.8630023587526
8075,SFO-Temp,2014,Sep,289.4443493589821
8076,SFO-Temp,2014,Oct,288.55890886699535
8077,SFO-Temp,2014,Nov,285.66137622014975
8078,SFO-Temp,2014,Dec,285.40676593577734
8055,SFO-Temp,2013,Jan,280.3759696089396
8056,SFO-Temp,2013,Feb,282.1287444933912
8057,SFO-Temp,2013,Mar,284.38532062448667
8058,SFO-Temp,2013,Apr,286.76794105565784
8059,SFO-Temp,2013,May,288.33825758426946
8060,SFO-Temp,2013,Jun,290.553271025866
8061,SFO-Temp,2013,Jul,290.9921527103578
8062,SFO-Temp,2013,Aug,290.3415188425293
8063,SFO-Temp,2013,Sep,290.3611128812432
8064,SFO-Temp,2013,Oct,285.96972610767864
8065,SFO-Temp,2013,Nov,284.3643229352324
8066,SFO-Temp,2013,Dec,280.99153546831946
8052,SFO-Temp,2012,Oct,288.2670693895469
8053,SFO-Temp,2012,Nov,285.66623094764725
8054,SFO-Temp,2012,Dec,282.60008572567654
8042,SFO-Pres,2017,Jan,1015.8650829224563
8043,SFO-Pres,2017,Feb,1014.8005602240896
8044,SFO-Pres,2017,Mar,1018.7508633448446
8045,SFO-Pres,2017,Apr,1016.5846430175123
8046,SFO-Pres,2017,May,1013.7996303142329
8047,SFO-Pres,2017,Jun,1014.7685066324348
8048,SFO-Pres,2017,Jul,1015.0608769689229
8049,SFO-Pres,2017,Aug,1013.6266961186494
8050,SFO-Pres,2017,Sep,1012.5656970912738
8051,SFO-Pres,2017,Oct,1015.839397089397
8030,SFO-Pres,2016,Jan,1017.8263337116913
8031,SFO-Pres,2016,Feb,1018.9330855018587
8032,SFO-Pres,2016,Mar,1017.5159176029963
8033,SFO-Pres,2016,Apr,1015.8034339846063
8034,SFO-Pres,2016,May,1014.0872340425532
8035,SFO-Pres,2016,Jun,1013.2566765578636
8036,SFO-Pres,2016,Jul,1014.1581606872157
8037,SFO-Pres,2016,Aug,1012.8573253833049
8038,SFO-Pres,2016,Sep,1014.270765206017
8039,SFO-Pres,2016,Oct,1018.7720907774022
8040,SFO-Pres,2016,Nov,1018.625664893617
8041,SFO-Pres,2016,Dec,1019.7740086000956
8018,SFO-Pres,2015,Jan,1035.3744966442953
8019,SFO-Pres,2015,Feb,1029.3519882179676
8020,SFO-Pres,2015,Mar,1032.0543245175124
8021,SFO-Pres,2015,Apr,1028.7834586466165
8022,SFO-Pres,2015,May,1027.1870463428252
8023,SFO-Pres,2015,Jun,1022.8693467336683
8024,SFO-Pres,2015,Jul,1013.1119881598421
8025,SFO-Pres,2015,Aug,1013.3466666666667
8026,SFO-Pres,2015,Sep,1012.7341666666666
8027,SFO-Pres,2015,Oct,1016.7441154138193
8028,SFO-Pres,2015,Nov,1020.9082719082719
8029,SFO-Pres,2015,Dec,1019.4580956559895
8006,SFO-Pres,2014,Jan,1019.188679245283
8007,SFO-Pres,2014,Feb,1016.3821385176185
8008,SFO-Pres,2014,Mar,1015.6965174129353
8009,SFO-Pres,2014,Apr,1017.4584269662921
8010,SFO-Pres,2014,May,1016.4788312462731
8011,SFO-Pres,2014,Jun,1017.3841126194068
8012,SFO-Pres,2014,Jul,1015.6045858680393
8013,SFO-Pres,2014,Aug,1023.948031496063
8014,SFO-Pres,2014,Sep,1025.3504273504273
8015,SFO-Pres,2014,Oct,1027.1302681992338
8016,SFO-Pres,2014,Nov,1030.2797507788162
8017,SFO-Pres,2014,Dec,1030.006829618979
7994,SFO-Pres,2013,Jan,1022.9659217877095
7995,SFO-Pres,2013,Feb,1021.4785242290749
7996,SFO-Pres,2013,Mar,1019.9350862777321
7997,SFO-Pres,2013,Apr,1018.6025878003696
7998,SFO-Pres,2013,May,1016.6926966292135
7999,SFO-Pres,2013,Jun,1014.5795553618134
8000,SFO-Pres,2013,Jul,1012.7766990291262
8001,SFO-Pres,2013,Aug,1014.9174517720951
8002,SFO-Pres,2013,Sep,1013.7417261518494
8003,SFO-Pres,2013,Oct,1019.741885625966
8004,SFO-Pres,2013,Nov,1019.00623885918
8005,SFO-Pres,2013,Dec,1019.7754820936639
7991,SFO-Pres,2012,Oct,1016.0780839895014
7992,SFO-Pres,2012,Nov,1017.5099403578529
7993,SFO-Pres,2012,Dec,1017.5422647527911
7981,SFO-Hum,2017,Jan,78.0712684894666
7982,SFO-Hum,2017,Feb,84.66890756302521
7983,SFO-Hum,2017,Mar,74.36507153428713
7984,SFO-Hum,2017,Apr,71.4517287831163
7985,SFO-Hum,2017,May,75.6358595194085
7986,SFO-Hum,2017,Jun,78.30209670517758
7987,SFO-Hum,2017,Jul,81.5828011919966
7988,SFO-Hum,2017,Aug,84.47933101924897
