,Year,Month,Carrier,Count,WEATHER_DELAY,Avg
548,2015,08,DL,4689,15409.0,3.286201748773726
549,2015,08,EV,411,727.0,1.7688564476885644
550,2015,08,F9,865,407.0,0.4705202312138728
551,2015,08,FL,0,0.0,0.0
552,2015,08,MQ,507,1465.0,2.8895463510848125
553,2015,08,NK,1335,656.0,0.49138576779026216
554,2015,08,OO,1511,2391.0,1.5823957643944409
555,2015,08,UA,4109,9764.0,2.3762472621075688
556,2015,08,US,0,0.0,0.0
557,2015,08,VX,892,1020.0,1.1434977578475336
558,2015,08,WN,4937,9184.0,1.860239011545473
559,2015,08,YV,0,0.0,0.0
560,2015,09,9E,0,0.0,0.0
561,2015,09,AA,4345,11769.0,2.708630609896433
562,2015,09,AS,598,493.0,0.8244147157190636
563,2015,09,B6,833,1207.0,1.4489795918367347
564,2015,09,DL,2907,7934.0,2.7292741658066735
565,2015,09,EV,297,356.0,1.1986531986531987
566,2015,09,F9,513,137.0,0.26705653021442494
567,2015,09,FL,0,0.0,0.0
568,2015,09,MQ,325,1283.0,3.9476923076923076
569,2015,09,NK,910,616.0,0.676923076923077
570,2015,09,OO,1001,1824.0,1.8221778221778222
571,2015,09,UA,2594,3722.0,1.4348496530454895
572,2015,09,US,0,0.0,0.0
573,2015,09,VX,553,1261.0,2.2802893309222423
574,2015,09,WN,2623,3114.0,1.1871902401829966
575,2015,09,YV,0,0.0,0.0
576,2015,10,9E,0,0.0,0.0
577,2015,10,AA,4063,3371.0,0.8296825006153089
578,2015,10,AS,626,652.0,1.0415335463258786
579,2015,10,B6,827,1411.0,1.706166868198307
580,2015,10,DL,2587,3156.0,1.2199458832624661
581,2015,10,EV,285,248.0,0.8701754385964913
582,2015,10,F9,553,94.0,0.16998191681735986
583,2015,10,FL,0,0.0,0.0
584,2015,10,MQ,281,154.0,0.5480427046263345
585,2015,10,NK,921,64.0,0.06948968512486428
586,2015,10,OO,1012,393.0,0.3883399209486166
587,2015,10,UA,2571,1890.0,0.73512252042007
588,2015,10,US,0,0.0,0.0
589,2015,10,VX,678,828.0,1.2212389380530972
590,2015,10,WN,3214,7569.0,2.3550093341630367
591,2015,10,YV,0,0.0,0.0
592,2015,11,9E,0,0.0,0.0
593,2015,11,AA,4095,12095.0,2.9536019536019538
594,2015,11,AS,699,840.0,1.201716738197425
595,2015,11,B6,733,659.0,0.8990450204638472
596,2015,11,DL,3308,7454.0,2.253325272067715
597,2015,11,EV,317,284.0,0.8958990536277602
598,2015,11,F9,1039,686.0,0.6602502406159769
599,2015,11,FL,0,0.0,0.0
600,2015,11,MQ,294,1827.0,6.214285714285714
601,2015,11,NK,996,2018.0,2.0261044176706826
602,2015,11,OO,1020,2837.0,2.7813725490196077
603,2015,11,UA,2786,12628.0,4.532663316582915
604,2015,11,US,0,0.0,0.0
605,2015,11,VX,632,1523.0,2.4098101265822787
606,2015,11,WN,4213,4993.0,1.1851412295276524
607,2015,11,YV,0,0.0,0.0
608,2015,12,9E,0,0.0,0.0
609,2015,12,AA,5774,14176.0,2.455143747835123
610,2015,12,AS,883,2106.0,2.385050962627407
611,2015,12,B6,1286,3283.0,2.552877138413686
612,2015,12,DL,4797,32644.0,6.8050865124035855
613,2015,12,EV,416,546.0,1.3125
614,2015,12,F9,976,2600.0,2.6639344262295084
615,2015,12,FL,0,0.0,0.0
616,2015,12,MQ,357,2701.0,7.565826330532213
617,2015,12,NK,1124,2127.0,1.8923487544483986
618,2015,12,OO,1666,3221.0,1.9333733493397358
619,2015,12,UA,3921,19348.0,4.934455496046927
620,2015,12,US,0,0.0,0.0
621,2015,12,VX,1203,2128.0,1.7689110556940981
622,2015,12,WN,6064,16909.0,2.788423482849604
623,2015,12,YV,0,0.0,0.0
624,2016,01,9E,0,0.0,0.0
625,2016,01,AA,4929,14437.0,2.9289916818827346
626,2016,01,AS,672,1296.0,1.9285714285714286
627,2016,01,B6,950,3579.0,3.7673684210526317
628,2016,01,DL,3738,24123.0,6.453451043338684
629,2016,01,EV,386,689.0,1.7849740932642486
630,2016,01,F9,468,359.0,0.7670940170940171
631,2016,01,FL,0,0.0,0.0
632,2016,01,MQ,0,0.0,0.0
633,2016,01,NK,1002,1539.0,1.535928143712575
634,2016,01,OO,1263,3362.0,2.6619160728424385
635,2016,01,UA,2424,6770.0,2.792904290429043
636,2016,01,US,0,0.0,0.0
637,2016,01,VX,945,1401.0,1.4825396825396826
638,2016,01,WN,3583,8876.0,2.47725369801842
639,2016,01,YV,0,0.0,0.0
640,2016,02,9E,0,0.0,0.0
641,2016,02,AA,4686,16234.0,3.4643619291506615
642,2016,02,AS,500,1706.0,3.412
643,2016,02,B6,1108,7579.0,6.840252707581228
644,2016,02,DL,3462,23566.0,6.807047949162334
645,2016,02,EV,349,39.0,0.11174785100286533
646,2016,02,F9,308,643.0,2.0876623376623376
647,2016,02,FL,0,0.0,0.0
648,2016,02,MQ,0,0.0,0.0
649,2016,02,NK,1115,377.0,0.3381165919282511
650,2016,02,OO,997,1634.0,1.6389167502507522
651,2016,02,UA,1967,8465.0,4.3035078800203355
652,2016,02,US,0,0.0,0.0
653,2016,02,VX,550,2657.0,4.830909090909091
654,2016,02,WN,2421,7083.0,2.925650557620818
655,2016,02,YV,0,0.0,0.0
656,2016,03,9E,0,0.0,0.0
657,2016,03,AA,5137,4541.0,0.8839789760560639
658,2016,03,AS,773,173.0,0.2238033635187581
659,2016,03,B6,903,365.0,0.40420819490586934
660,2016,03,DL,3749,9048.0,2.413443584955988
661,2016,03,EV,283,565.0,1.9964664310954063
662,2016,03,F9,660,1493.0,2.262121212121212
663,2016,03,FL,0,0.0,0.0
664,2016,03,MQ,0,0.0,0.0
665,2016,03,NK,1175,66.0,0.05617021276595745
666,2016,03,OO,1442,1940.0,1.345353675450763
667,2016,03,UA,3669,10447.0,2.8473698555464706
668,2016,03,US,0,0.0,0.0
669,2016,03,VX,1063,1684.0,1.5841956726246473
670,2016,03,WN,4865,9551.0,1.963206577595067
671,2016,03,YV,0,0.0,0.0
672,2016,04,9E,0,0.0,0.0
673,2016,04,AA,4537,9178.0,2.022922636103152
674,2016,04,AS,703,129.0,0.18349928876244664
675,2016,04,B6,800,853.0,1.06625
676,2016,04,DL,3037,7668.0,2.5248600592690154
677,2016,04,EV,179,168.0,0.9385474860335196
678,2016,04,F9,473,199.0,0.42071881606765327
679,2016,04,FL,0,0.0,0.0
680,2016,04,MQ,0,0.0,0.0
681,2016,04,NK,1020,1145.0,1.1225490196078431
682,2016,04,OO,944,2539.0,2.6896186440677967
683,2016,04,UA,2628,7822.0,2.976407914764079
684,2016,04,US,0,0.0,0.0
685,2016,04,VX,974,2234.0,2.293634496919918
686,2016,04,WN,5103,9292.0,1.8208896727415247
687,2016,04,YV,0,0.0,0.0
688,2016,05,9E,0,0.0,0.0
689,2016,05,AA,5701,20349.0,3.5693737940712156
690,2016,05,AS,681,553.0,0.8120411160058737
691,2016,05,B6,734,597.0,0.8133514986376021
692,2016,05,DL,3710,9756.0,2.6296495956873316
693,2016,05,EV,222,322.0,1.4504504504504505
694,2016,05,F9,725,1626.0,2.242758620689655
695,2016,05,FL,0,0.0,0.0
696,2016,05,MQ,0,0.0,0.0
697,2016,05,NK,1002,1272.0,1.2694610778443114
698,2016,05,OO,1128,3527.0,3.12677304964539
699,2016,05,UA,3363,13872.0,4.124888492417484
700,2016,05,US,0,0.0,0.0
701,2016,05,VX,1049,2115.0,2.0162059103908483
702,2016,05,WN,5295,13628.0,2.573748819641171
703,2016,05,YV,0,0.0,0.0
704,2016,06,9E,0,0.0,0.0
705,2016,06,AA,8380,17410.0,2.0775656324582337
706,2016,06,AS,921,312.0,0.33876221498371334
707,2016,06,B6,1154,2158.0,1.8700173310225303
708,2016,06,DL,5402,20453.0,3.78619029988893
709,2016,06,EV,353,1036.0,2.9348441926345608
710,2016,06,F9,938,560.0,0.5970149253731343
711,2016,06,FL,0,0.0,0.0
712,2016,06,MQ,0,0.0,0.0
713,2016,06,NK,1079,1492.0,1.3827618164967563
714,2016,06,OO,1222,3629.0,2.969721767594108
715,2016,06,UA,3837,15053.0,3.9231170185040396
716,2016,06,US,0,0.0,0.0
717,2016,06,VX,1162,2834.0,2.4388984509466436
718,2016,06,WN,6887,14274.0,2.0726005517641934
719,2016,06,YV,0,0.0,0.0
720,2016,07,9E,0,0.0,0.0
721,2016,07,AA,9191,37172.0,4.044391252312044
722,2016,07,AS,752,455.0,0.6050531914893617
723,2016,07,B6,1748,6724.0,3.8466819221967965
724,2016,07,DL,6243,41501.0,6.647605317956111
725,2016,07,EV,303,1100.0,3.6303630363036303
726,2016,07,F9,1553,980.0,0.6310367031551836
727,2016,07,FL,0,0.0,0.0
728,2016,07,MQ,0,0.0,0.0
729,2016,07,NK,1171,877.0,0.748932536293766
730,2016,07,OO,1294,6022.0,4.653786707882535
731,2016,07,UA,4473,19240.0,4.301363737983456
732,2016,07,US,0,0.0,0.0
733,2016,07,VX,1145,2860.0,2.497816593886463
734,2016,07,WN,7553,18149.0,2.40288627035615
735,2016,07,YV,0,0.0,0.0
736,2016,08,9E,0,0.0,0.0
737,2016,08,AA,8461,25564.0,3.0213922704172083
738,2016,08,AS,860,944.0,1.0976744186046512
739,2016,08,B6,1370,3129.0,2.283941605839416
740,2016,08,DL,6499,16283.0,2.505462378827512
741,2016,08,EV,343,112.0,0.32653061224489793
742,2016,08,F9,1411,1087.0,0.7703756201275691
743,2016,08,FL,0,0.0,0.0
744,2016,08,MQ,0,0.0,0.0
745,2016,08,NK,1170,950.0,0.811965811965812
746,2016,08,OO,1401,2542.0,1.814418272662384
747,2016,08,UA,4953,9130.0,1.8433272763981425
748,2016,08,US,0,0.0,0.0
749,2016,08,VX,1213,2133.0,1.7584501236603463
750,2016,08,WN,5973,14786.0,2.475472961660807
751,2016,08,YV,0,0.0,0.0
752,2016,09,9E,0,0.0,0.0
753,2016,09,AA,4757,11802.0,2.4809754046668067
754,2016,09,AS,583,154.0,0.2641509433962264
755,2016,09,B6,969,1777.0,1.8338493292053664
756,2016,09,DL,3156,6518.0,2.065272496831432
757,2016,09,EV,217,625.0,2.880184331797235
758,2016,09,F9,1163,444.0,0.3817712811693895
759,2016,09,FL,0,0.0,0.0
760,2016,09,MQ,0,0.0,0.0
761,2016,09,NK,569,125.0,0.21968365553602812
762,2016,09,OO,736,1844.0,2.505434782608696
763,2016,09,UA,3196,6749.0,2.1117021276595747
764,2016,09,US,0,0.0,0.0
765,2016,09,VX,765,1782.0,2.3294117647058825
766,2016,09,WN,4154,6822.0,1.6422725084256138
767,2016,09,YV,0,0.0,0.0
768,2016,10,9E,0,0.0,0.0
769,2016,10,AA,4718,3666.0,0.7770241627808393
770,2016,10,AS,789,546.0,0.6920152091254753
771,2016,10,B6,1080,967.0,0.8953703703703704
772,2016,10,DL,2679,1318.0,0.49197461739455023
773,2016,10,EV,223,407.0,1.8251121076233183
774,2016,10,F9,917,64.0,0.0697928026172301
775,2016,10,FL,0,0.0,0.0
776,2016,10,MQ,0,0.0,0.0
777,2016,10,NK,597,430.0,0.7202680067001676
778,2016,10,OO,995,2600.0,2.613065326633166
779,2016,10,UA,3937,1196.0,0.30378460756921516
780,2016,10,US,0,0.0,0.0
781,2016,10,VX,1026,1734.0,1.6900584795321638
782,2016,10,WN,4866,5847.0,1.2016029593094943
783,2016,10,YV,0,0.0,0.0
784,2016,11,9E,0,0.0,0.0
785,2016,11,AA,3968,1768.0,0.44556451612903225
786,2016,11,AS,696,8.0,0.011494252873563218
787,2016,11,B6,796,156.0,0.19597989949748743
788,2016,11,DL,2812,3110.0,1.1059743954480796
789,2016,11,EV,239,996.0,4.167364016736402
790,2016,11,F9,448,61.0,0.13616071428571427
791,2016,11,FL,0,0.0,0.0
792,2016,11,MQ,0,0.0,0.0
793,2016,11,NK,541,1124.0,2.077634011090573
794,2016,11,OO,938,3582.0,3.818763326226013
795,2016,11,UA,2829,5381.0,1.9020855425945564
796,2016,11,US,0,0.0,0.0
797,2016,11,VX,816,2230.0,2.732843137254902
798,2016,11,WN,4147,5637.0,1.3592958765372558
799,2016,11,YV,0,0.0,0.0
800,2016,12,9E,0,0.0,0.0
801,2016,12,AA,6175,17946.0,2.906234817813765
802,2016,12,AS,1359,2861.0,2.105224429727741
803,2016,12,B6,1325,2292.0,1.729811320754717
804,2016,12,DL,5538,31350.0,5.66088840736728
805,2016,12,EV,369,41.0,0.1111111111111111
806,2016,12,F9,1145,2293.0,2.0026200873362447
807,2016,12,FL,0,0.0,0.0
808,2016,12,MQ,0,0.0,0.0
809,2016,12,NK,1139,1653.0,1.4512730465320456
810,2016,12,OO,1636,8290.0,5.067237163814181
811,2016,12,UA,4344,21240.0,4.889502762430939
812,2016,12,US,0,0.0,0.0
813,2016,12,VX,1276,4292.0,3.3636363636363638
814,2016,12,WN,6675,10427.0,1.5620973782771534
815,2016,12,YV,0,0.0,0.0
816,2017,01,9E,0,0.0,0.0
817,2017,01,AA,5320,7601.0,1.4287593984962406
818,2017,01,AS,1301,3849.0,2.9584934665641813
819,2017,01,B6,1218,2399.0,1.9696223316912973
820,2017,01,DL,5018,45627.0,9.092666400956556
821,2017,01,EV,357,38.0,0.10644257703081232
822,2017,01,F9,950,626.0,0.6589473684210526
823,2017,01,FL,0,0.0,0.0
824,2017,01,MQ,0,0.0,0.0
825,2017,01,NK,1120,1402.0,1.2517857142857143
826,2017,01,OO,1941,5837.0,3.007212776919114
827,2017,01,UA,3784,9722.0,2.5692389006342493
828,2017,01,US,0,0.0,0.0
829,2017,01,VX,1374,3973.0,2.89155749636099
830,2017,01,WN,6618,14688.0,2.2194016319129646
831,2017,01,YV,0,0.0,0.0
832,2017,02,9E,0,0.0,0.0
833,2017,02,AA,3659,6455.0,1.76414320852692
834,2017,02,AS,1132,1922.0,1.697879858657244
835,2017,02,B6,1111,2627.0,2.3645364536453646
836,2017,02,DL,2818,17010.0,6.0361958836053935
837,2017,02,EV,162,0.0,0.0
838,2017,02,F9,452,515.0,1.1393805309734513
839,2017,02,FL,0,0.0,0.0
840,2017,02,MQ,0,0.0,0.0
841,2017,02,NK,666,856.0,1.2852852852852852
842,2017,02,OO,1618,7580.0,4.684796044499382
843,2017,02,UA,2889,4331.0,1.499134648667359
844,2017,02,US,0,0.0,0.0
845,2017,02,VX,1174,4558.0,3.8824531516183987
846,2017,02,WN,4251,8746.0,2.0573982592331217
847,2017,02,YV,0,0.0,0.0
848,2017,03,9E,0,0.0,0.0
849,2017,03,AA,5704,7187.0,1.259992987377279
850,2017,03,AS,1270,319.0,0.2511811023622047
851,2017,03,B6,1266,1807.0,1.4273301737756714
852,2017,03,DL,4307,20020.0,4.6482470397028095
853,2017,03,EV,449,247.0,0.5501113585746102
854,2017,03,F9,626,611.0,0.9760383386581469
855,2017,03,FL,0,0.0,0.0
856,2017,03,MQ,0,0.0,0.0
857,2017,03,NK,957,1963.0,2.051201671891327
858,2017,03,OO,2091,7126.0,3.4079387852702054
859,2017,03,UA,3310,5355.0,1.6178247734138973
860,2017,03,US,0,0.0,0.0
861,2017,03,VX,1316,3191.0,2.424772036474164
862,2017,03,WN,5880,12702.0,2.160204081632653
863,2017,03,YV,0,0.0,0.0
864,2017,04,9E,0,0.0,0.0
865,2017,04,AA,5720,6869.0,1.2008741258741258
866,2017,04,AS,1284,645.0,0.5023364485981309
867,2017,04,B6,1284,1212.0,0.9439252336448598
868,2017,04,DL,6120,90181.0,14.735457516339869
869,2017,04,EV,319,1137.0,3.5642633228840124
870,2017,04,F9,557,508.0,0.9120287253141831
871,2017,04,FL,0,0.0,0.0
872,2017,04,MQ,0,0.0,0.0
873,2017,04,NK,819,1124.0,1.3724053724053724
874,2017,04,OO,1951,9442.0,4.8395694515633005
875,2017,04,UA,3349,2255.0,0.6733353239773067
876,2017,04,US,0,0.0,0.0
877,2017,04,VX,1408,2654.0,1.8849431818181819
878,2017,04,WN,5927,10884.0,1.8363421629829593
879,2017,04,YV,0,0.0,0.0
880,2017,05,9E,0,0.0,0.0
881,2017,05,AA,6334,6754.0,1.0663088095989897
882,2017,05,AS,1315,1617.0,1.2296577946768061
883,2017,05,B6,1749,1681.0,0.9611206403659234
884,2017,05,DL,6090,7030.0,1.154351395730706
885,2017,05,EV,291,706.0,2.4261168384879723
886,2017,05,F9,801,707.0,0.8826466916354557
887,2017,05,FL,0,0.0,0.0
888,2017,05,MQ,0,0.0,0.0
889,2017,05,NK,1168,1257.0,1.0761986301369864
890,2017,05,OO,1966,8076.0,4.107833163784334
891,2017,05,UA,3580,6634.0,1.853072625698324
892,2017,05,US,0,0.0,0.0
893,2017,05,VX,1788,734.0,0.4105145413870246
894,2017,05,WN,7060,13668.0,1.9359773371104816
895,2017,05,YV,0,0.0,0.0
896,2017,06,9E,0,0.0,0.0
897,2017,06,AA,7047,18735.0,2.6585781183482333
898,2017,06,AS,1072,428.0,0.39925373134328357
899,2017,06,B6,2212,5351.0,2.419077757685353
900,2017,06,DL,5560,16775.0,3.0170863309352516
901,2017,06,EV,384,110.0,0.2864583333333333
902,2017,06,F9,921,176.0,0.19109663409337677
903,2017,06,FL,0,0.0,0.0
904,2017,06,MQ,0,0.0,0.0
905,2017,06,NK,1139,1403.0,1.231782265144864
906,2017,06,OO,1574,6403.0,4.067979669631512
907,2017,06,UA,4113,12989.0,3.1580354972039872
908,2017,06,US,0,0.0,0.0
909,2017,06,VX,1415,1208.0,0.8537102473498234
910,2017,06,WN,7233,14101.0,1.9495368450158994
911,2017,06,YV,0,0.0,0.0
912,2017,07,9E,0,0.0,0.0
913,2017,07,AA,7827,32416.0,4.141561262297176
914,2017,07,AS,954,1558.0,1.6331236897274632
915,2017,07,B6,1854,2149.0,1.1591154261057173
916,2017,07,DL,5546,18766.0,3.3836999639379735
917,2017,07,EV,338,1277.0,3.7781065088757395
918,2017,07,F9,870,414.0,0.47586206896551725
919,2017,07,FL,0,0.0,0.0
920,2017,07,MQ,0,0.0,0.0
921,2017,07,NK,1079,655.0,0.6070435588507878
922,2017,07,OO,1698,4715.0,2.7767962308598353
923,2017,07,UA,4134,20479.0,4.953797774552491
924,2017,07,US,0,0.0,0.0
925,2017,07,VX,1120,1333.0,1.1901785714285715
926,2017,07,WN,6925,14215.0,2.0527075812274367
927,2017,07,YV,0,0.0,0.0
928,2017,08,9E,0,0.0,0.0
929,2017,08,AA,6345,15411.0,2.428841607565012
930,2017,08,AS,1218,573.0,0.47044334975369456
931,2017,08,B6,1671,4708.0,2.817474566128067
932,2017,08,DL,4584,10013.0,2.1843368237347294
933,2017,08,EV,393,212.0,0.539440203562341
934,2017,08,F9,710,412.0,0.5802816901408451
935,2017,08,FL,0,0.0,0.0
936,2017,08,MQ,0,0.0,0.0
937,2017,08,NK,906,1343.0,1.4823399558498895
938,2017,08,OO,1939,9786.0,5.046931407942238
939,2017,08,UA,4354,20298.0,4.6619200734956365
940,2017,08,US,0,0.0,0.0
941,2017,08,VX,1552,1081.0,0.696520618556701
942,2017,08,WN,8082,15837.0,1.959539717891611
943,2017,08,YV,0,0.0,0.0
944,2017,09,9E,0,0.0,0.0
945,2017,09,AA,3841,10691.0,2.783389742254621
946,2017,09,AS,803,674.0,0.8393524283935243
947,2017,09,B6,1133,1570.0,1.3857016769638129
948,2017,09,DL,2843,12832.0,4.513542033063665
949,2017,09,EV,307,92.0,0.2996742671009772
950,2017,09,F9,350,100.0,0.2857142857142857
951,2017,09,FL,0,0.0,0.0
952,2017,09,MQ,0,0.0,0.0
953,2017,09,NK,628,1355.0,2.1576433121019107
954,2017,09,OO,1265,2825.0,2.233201581027668
955,2017,09,UA,2305,2633.0,1.142299349240781
956,2017,09,US,0,0.0,0.0
957,2017,09,VX,954,936.0,0.9811320754716981
958,2017,09,WN,4036,6408.0,1.5877106045589693
959,2017,09,YV,0,0.0,0.0
960,2017,10,9E,0,0.0,0.0
961,2017,10,AA,4141,4428.0,1.0693069306930694
962,2017,10,AS,754,509.0,0.6750663129973474
963,2017,10,B6,959,1897.0,1.9781021897810218
964,2017,10,DL,3299,3616.0,1.096089724158836
965,2017,10,EV,288,206.0,0.7152777777777778
966,2017,10,F9,417,158.0,0.37889688249400477
967,2017,10,FL,0,0.0,0.0
968,2017,10,MQ,0,0.0,0.0
969,2017,10,NK,493,1502.0,3.046653144016227
970,2017,10,OO,1548,4749.0,3.067829457364341
971,2017,10,UA,2685,6568.0,2.4461824953445066
972,2017,10,US,0,0.0,0.0
973,2017,10,VX,981,942.0,0.9602446483180428
974,2017,10,WN,3729,1058.0,0.28372217752748724
975,2017,10,YV,0,0.0,0.0
